Id,Slug,Name,Active
1291,HuntikSeekersSecrets,Huntik Seekers & Secrets,False
1295,MisterMakersFunMakes,Mister Maker's Fun Makes,True
886,Originalos,Originalos,True
1264,ThumbWrestlingFederation,Thumb Wrestling Federation,True
1251,AnatoleLas,Anatole (Las),True
1257,TheJustineClarkeShow,The Justine Clarke Show!,True
1073,ChuChuTvFunZone,ChuChu TV Fun Zone,True
1422,ClassicSongs,Classic Songs,True
825,DogCity,Dog City,True
1172,64ZooLane,64 Zoo Lane,True
1074,BedtimeStories,ChuChu TV Storytime ,True
1076,ChuChuTvPortuguese,ChuChu TV (Portuguese),True
1078,TheChristmasOrange,The Christmas Orange,True
1193,MyFriendRabbitLas,My Friend Rabbit (Las),False
1323,TheSolutioneers,The Solutioneers,True
1077,ChuChuTvFrench,ChuChu TV (French),True
1075,ChuChuTvSpanish,ChuChu TV (Spanish),True
1354,AmbertheAmbulance,Amber the Ambulance,True
1451,PatchPillows,Patch Pillows,False
1327,PlanetCosmos,Planet Cosmo,True
1460,PomPomandFriends,Pom Pom and Friends,False
1072,ChuChuTvPolicesVsThieves,ChuChu TV Police Vs Thieves,False
1071,ChuChuTvSurpriseEggs,ChuChu TV Surprise Eggs,True
1324,ClearWaterKidsChallenge,ClearWaterKids Challenge,True
834,MarvinTheTapDancingHorse,Marvin the Tap Dancing Horse,True
1355,AnimacarsRescue,Animacars Rescue,True
1427,MrBeanAnimals,Mr. Bean: Animals,False
1143,StumptJas,Stumpt Jas,False
1239,NancyDrewLas,Nancy Drew (Las),False
1428,MrBeanBeanOnHoliday,Mr. Bean: Bean on Holiday,False
1101,TheDayHenryMetSpanish,The Day Henry Met... (Spanish),True
1311,ScoutTheGumbootKids,Scout & The Gumboot Kids,True
1122,SingLearnClassicSongsforKids,Bella & Beans - Kid’s Songs,False
1100,GeckosVehicles,Gecko's Real Vehicles,True
1142,Stumpt,Stumpt,False
1334,GetSquiggling,Get Squiggling,True
1458,BabyJoyJoyNurseryRhymes,Baby Joy Joy: Nursery Rhymes,False
1262,DancingSushu,Dancing Sushi,True
844,Rupert,Rupert,True
1253,DennisandGnasher,Dennis and Gnasher,True
1082,Gasp,Gasp,True
1292,BellaBeans,Bella & Beans,True
1164,BabarItalian,Babar (Italian),False
1429,MrBeanBestOfBean,Mr. Bean: Best of Bean,False
1099,GeckosSongs,Gecko's Songs,True
1363,TinyTrucks,Tiny Trucks,True
1365,TomsCarWash,Tom's Car Wash,True
1194,NedsNewtLas,Ned's Newt (Las),False
1103,ChicoChicaBoumba,Chico Chica Boumba,True
1263,SkunkFu,Skunk Fu,True
1080,Hero108,Hero 108 ,True
1430,MrBeanChristmasBean,Mr. Bean: Christmas Bean,False
1165,BabarLas,Babar (Las),False
1105,ZekesPad,Zeke's Pad,True
1356,CarPatrol,Car Patrol,True
1094,GuinnessWorldRecordsMeetTheRecordBreakers,GWR Meet The Record Breakers,True
1426,MrBeanBeanInLove,Mr. Bean: Bean in Love,False
1359,DinotheDinosaur,Dino the Dinosaur,False
1115,WaysidetheMovie,Wayside Special,True
1106,LahLahsAdventures,Lah Lah's Adventures,True
1118,BeingIananIanconvenientTruth,Being Ian an Ian-convenient Truth,False
1110,OperationOuchSpanish,Operation Ouch (Spanish),True
824,DiGata,Di-Gata Defenders,True
827,DumbBunnies,Dumb Bunnies,True
1227,PearlieLas,Pearlie (Las),False
1265,KidzBop,KIDZ BOP Music Videos,True
1191,MaxandRubyLas,Max and Ruby (Las),False
1107,HolidaySpectacular,Holiday Spectacular,False
1281,TheMrEcoShow,The Mr. Eco Show,True
1081,ToddWorld,Todd World,True
1228,PecolaLas,Pecola (Las),False
1447,AlwaysBeCoding,Always Be Coding,True
1456,WickedHealthyKids,Wicked Healthy Kids,False
1196,PippiLongstockingLas,Pippi Longstocking (Las),False
1124,SingLearnOriginalSongs,Bella & Beans - More Kid’s Songs,False
1391,GrumpyGreg,Grumpy Greg,True
1332,EthanGamer,Ethan Gamer,True
1157,TotallyTVNew,TotallyTV (New),False
1159,GhostNinjaNew,Ghost Ninja (New),False
1230,RescueHeroesLas,Rescue Heroes (Las),False
1231,RubyGloomLas,Ruby Gloom (Las),False
1160,QuinnSistersNew,Quinn Sisters (New),False
1364,TomtheTowTruck,Tom the Tow Truck,True
1249,SantaClausBrothersMovieLas,Santa Claus Brothers Movie (Las),False
1362,TinyTown,Tiny Town,True
835,MovilleMysteries,Moville Mysteries,False
1151,ElementAnimationNew,Element Animation (New),False
1141,SuperFunKids,Super Fun Kids,False
838,MyFriendRabbit,My Friend Rabbit,True
1376,InvenTom,"Car City Super, Inven’Tom",True
1338,Moniski,Monsikids,True
1149,EthanGamerOne,Ethan Gamer One,False
817,Babar,Babar,False
1158,NitroLukeDXNew,NitroLukeDX (New),False
1161,AyChristineNew,Ay Christine (New),False
1162,AustinJohnPlaysNew,Austin John Plays (New),False
1213,BingEnglish,Bing,True
1121,SantaClausBrothersSpecial,Santa Claus Brothers Special,True
1192,MyDadtheRockStarLas,My Dad the Rock Star (Las),False
1117,FranklinsMagicChristmas,Franklin's Magic Christmas,True
1358,ConstructionSquad,Construction Squad,True
1366,TomsPaintShop,Tom's Paint Shop,True
1454,TheRingATangs,The Ring-A-Tangs,True
1425,MadamoiselleZazie,Madamoiselle Zazie,True
1198,RoliePolieOlieLas,Rolie Polie Olie (Las),False
1171,MotherGooseClub,Mother Goose Club,True
1360,LearningwithAnimacars,Learning with Animacars,True
1282,MomoluMinis,Momolu Minis,True
1367,TroytheTrain,Troy the Train,True
818,BeingIan,Being Ian,True
1125,UrbanTails,Urban Tails,True
1156,PlayOnyxCharlietheBeagleNew,PlayOnyx Charlie the Beagle (New),False
1116,BabarFatherChristmas,Babar and Father Christmas,True
1255,SpaceYoghurt,Space Yoghurt,True
1180,ElliotMooseLas,Elliot Moose (Las),False
1201,WillasWildLifeLas,Willa's Wild Life (Las),False
1238,DumbBunniesLas,Dumb Bunnies (Las),False
1200,WaysideSchoolLas,Wayside School (Las),False
1361,SuperTruck,Super Truck,True
1108,ToyWarrior,Toy Warrior,True
1433,GetSquigglingLetters,Get Squiggling Letters,True
1102,TheDayHenryMetItalian,The Day Henry Met... (Italian),True
1226,MyPetMonsterLas,My Pet Monster (Las),False
1170,Bing,Bing (Spanish),True
1234,TrucktownLas,Trucktown (Las),False
1216,BingItalian,Bing (Italian),True
1236,RupertLas,Rupert (Las),False
1096,TheSecretWorldofSantaClaus,The Secret World of Santa Claus,True
828,ElliotMoose,Elliot Moose,True
1377,AnimalIcons,Animal Icons,False
1242,SplicedLas,Spliced (Las),False
1244,TainaLas,Taina (Las),False
1214,LittleBearMovieLas,Little Bear Movie (Las),False
1279,LukeLilyNurseryRhymes,Luke & Lily Nursery Rhymes,True
1322,StoryTimewithMsBooksy,Story Time with Ms. Booksy,True
1237,CadillacsDinosaursLas,Cadillacs & Dinosaurs (Las),False
1175,BerenstainBearsLas,Berenstain Bears (Las),False
1283,JuiceboxJukebox,Juicebox Jukebox,True
1378,LandofGremlins,Land of Gremlins ,False
1250,SonshineBroccoli,Sonshine & Broccoli,True
1296,MissPersonaPSA,Miss Persona PSA,False
1276,BobtheTrain,Bob the Train,True
1181,FlyingRhinoLas,Flying Rhino (Las),False
1240,ScaredySquirrelLas,Scaredy Squirrel (Las),False
1220,BlazingDragonsLas,Blazing Dragons (Las),False
1241,SevenLittleMonstersLas,Seven Little Monsters (Las),False
1109,WillsJamsFrench,Will's Jams (French),True
1389,TheDaVincibles,The DaVincibles,True
1368,PingEtSesAmis,Ping Et Ses Amis,True
1380,WildBirdsofAustralia,Wild Birds of Australia,False
1254,PippiLongstocking,Pippi Longstocking,False
1455,SupaStrikas,Supa Strikas,False
1256,FiveMinutesMore,Five Minutes More,True
1271,Cloudbabies,Cloudbabies,True
837,MyDadTheRockStar,My Dad the Rock Star,True
1381,WildlifeIcons,Wildlife Icons,False
840,NedsNewt,Ned's Newt,True
1243,StickinAroundLas,Stickin' Around (Las),False
1278,LukeLilynonstop,Luke & Lily non-stop,True
851,WaysideSchool,Wayside School,True
1382,BabyMix,Baby Mix,False
1452,Arpo,Arpo,True
1343,WowWowRollingFriends,Wow! Wow! Rolling Friends,True
1286,DanceFever,Dance Fever,True
832,JacobTwoTwo,Jacob Two Two,True
1342,Cocoland,Cocoland,True
1298,AaronsAnimalsNew,Aaron's Animals (New),True
1095,Magiki,Magiki,True
1123,LearnWiththeFingerFamily,Bella & Beans - Finger Family Songs,False
1384,NatureScenes,Nature Scenes ,False
1434,BellaBeansKidsSongsTheArchives,Bella & Beans - Kid's Songs - The Archives,False
1399,TrueandtheRainbowKingdom,True and the Rainbow Kingdom Shorts,True
1393,OhYuck,Oh Yuck!,True
1435,BellaBeansTheArchives,Bella & Beans - The Archives,False
1341,TinySquareCritters,Tiny Square Critters,True
852,BabarAndBadou,Babar and the Adventures of Badou,True
885,BakuganShorts,Bakugan Meet The Bakugan,True
1436,BellaBeansAnimalSongs,Bella & Beans - Animal Songs,True
1473,TheSecretLifeofToys,The Secret Life of Toys,False
821,ClassOfTheTitans,Class of the Titans,True
1329,MikMaks,Mik Maks,True
1299,BoomBuddies,Boom Buddies,True
1270,EverybodyLovesaMoose,Everybody Loves a Moose,True
1144,Mouk,Mouk,True
1437,BellaBeansCountingSongs,Bella & Beans - Counting Songs,True
847,Spliced,Spliced,True
1233,TimothyGoestoSchoolLas,Timothy Goes to School (Las),False
1453,ToddlerFunLearning,Toddler Fun Learning,True
848,StickinAround,Stickin' Around,True
1215,WaysideSpecialLas,Wayside Special (Las),False
1166,BabarandtheAdventuresofBadouCastilian,Babar and the Adventures of Badou (Castilian),True
849,TalesFromTheCryptkeeper,Tales From The Cryptkeeper,True
1097,TeeandMo,Tee and Mo,True
1098,TotallySpies,Totally Spies,True
1287,TeddiesStories,Teddies Stories,True
1474,TuTiTuSongs,TuTiTu Songs,False
1179,CorduroyItalian,Corduroy (Italian),True
1188,MaggieandtheFerociousBeastItalian,Maggie and the Ferocious Beast (Italian),True
1184,GeorgeShrinksItalian,George Shrinks (Italian),True
1225,MovilleMysteriesItalian,Moville Mysteries (Italian),False
1199,WaysideSchoolItalian,Wayside School (Italian),True
1277,SuperSupremes,Super Supremes,True
1176,BeybladeMetalSeriesCastilian,Beyblade Metal Series (Castilian),True
1229,RescueHerosCastilian,Rescue Heroes (Castilian),True
1219,BirdzLas,Birdz (Las),False
1178,ClassofTheTitansLas,Class of The Titans (Las),False
1218,BeingIanLas,Being Ian (Las),True
1444,Musti,Musti,True
1177,BeybladeMetalSeriesLas,Beyblade Metal Series (Las),False
1221,DogCityLas,Dog City (Las),False
1189,MaggieandtheFerociousBeastLas,Maggie and the Ferocious Beast (Las),False
1439,Mia,Mia,True
822,CosmicChristmas,A Cosmic Christmas,True
819,Braceface,Braceface,True
1312,PawPatrol,Paw Patrol PSA,True
1370,MunkiandTrunk,Munki and Trunk,True
1113,AdventuresofZeZeZebra,Adventures of ZeZe Zebra,True
1330,MicaelRosen,Kids' Poems and Stories,True
1301,CoachJosh,Coach Josh,True
1302,HopscotchandtheChristmasTree,Hopscotch and the Christmas Tree,True
1268,GetBusy,Sunny Bunnies: Get Busy,True
1222,JacobTwoTwoItalian,Jacob Two Two (Italian),True
1235,StickinAroundItalian,Stickin Around (Italian),True
1475,TuTiTuToys,TuTiTu The toys come to life,False
1346,ShauntheSheepMossyBottomFarmShorts,Shaun the Sheep Mossy Bottom Farm Shorts,True
1331,Outlandish,Outlandish,True
1248,MissSpiderThePrinceThePrincessandTheBeeMovieItalian,"Miss Spider The Prince, The Princess and The Bee Movie (Italian)",True
1169,BackyardigansItalian,Backyardigans (Italian),True
1197,RescueHerosItalian,Rescue Heroes (Italian),True
1310,JessieTheGumbootKids,Jessie & The Gumboot Kids,True
1476,Donny,Donny,False
1321,Ook,Ooks,True
1347,ShauntheSheepChampionsheeps,Shaun the Sheep Championsheeps,False
1398,ZoZoZombie,Zo Zo Zombie,False
1319,WesTankStoryRaps,Wes Tank Story Raps,False
1320,WallaceGrommitCrackingContraptions,Wallace & Gromit: Cracking Contraptions,True
1186,HotWheelsCastilian,Hot Wheels (Castilian),True
1318,HelpfulHands,Helpful Hands,True
1232,RupertCastilian,Rupert (Castilian),True
1348,FranklinandtheTurtleLakeTreasure,Franklin and the Turtle Lake Treasure,False
1316,FlipFlap,Flip Flap,True
1350,WheresChicky,Where's Chicky?,True
1317,HatchimalsAdventuresinHatchtopia,Hatchimals: Adventures in Hatchtopia,True
1289,Winx,Winx,True
1168,BackyardigansCastilian,Backyardigans (Castilian),True
1308,Ilove,I Love,True
1386,StoryZooColoringPages,StoryZoo Coloring Pages,True
1349,LearningTimewithTimmy,Learning Time with Timmy,True
1397,BinoandFino,Bino and Fino,True
1245,MissSpiderSunnyPatchKidsMovieCastilian,Miss Spider Sunny Patch Kids Movie (Castilian),True
1337,Championsheeps,Championsheeps,True
1371,AbdallahSmashSuperMarioOdyssey,AbdallahSmash Super Mario Odyssey ,True
1315,PingandFriends,Ping and Friends,True
1396,SharkAcademy,Shark Academy,True
1333,BuddyFady,Buddy Fady,True
1119,Pearlie,Pearlie,True
1383,PawPatrolPupTales,Paw Patrol: Pup Tales,True
1401,ExplodingTNT,Exploding TNT,False
1167,BabarandtheAdventuresofBadouLas,Babar and the Adventures of Badou (Las),True
1387,StoryZooonAdventure,StoryZoo on Adventure,True
1446,YogapaloozawithBariKoral,Yogapalooza with Bari Koral,True
1339,RockaByeIsland,Rocka-Bye Island,True
1390,TiggyTales,Tiggy Tales,True
1340,InventionStory,Invention Story,True
1372,BubuandtheLittleOwls,Bubu and the Little Owls,True
1385,CosmicQuantumRay,Cosmic Quantum Ray,True
1424,LeotheWildlifeRanger,Leo the Wildlife Ranger,True
1404,MeettheCreatures,Meet the Creatures - The Nirks,True
1217,YuGiOh,Yu-Gi-Oh! ARC-V!,True
1266,Smighties,Smighties,True
1306,GoWithYoyo,Go With Yoyo,True
1274,RobotTrains,Robot Trains,True
1252,MarvotheWonderChicken,Marvo the Wonder Chicken,True
1303,ScienceCrew,Science Crew,True
1305,LilDoc,Li'lDoc,True
1388,AbdallahSmashAnimalCrossing,AbdallahSmash Animal Crossing,True
1269,ShanetheChef,Shane the Chef,True
1275,YoohooFriends,Yoohoo & Friends,True
845,ScaredySquirrel,Scaredy Squirrel,True
1070,ChuChuTVNurseryRhymes,ChuChu TV Nursery Rhymes,True
1405,Recipes,Recipes,True
1267,EggyPops,EggyPops,True
831,Grossology,Grossology,True
1285,JellyJam,Jelly Jamm,True
1373,Morph,Morph,True
1395,WildGrinders,Wild Grinders,True
1440,MiniNinjas,Mini Ninjas,True
1441,TheNameYourRingsChallenge,The Name Your Rings Challenge!,True
823,DeltaState,Delta State,False
1402,AdamsBakery,Adam's Bakery,True
1403,Balloopo,Balloopo,True
1335,MillyMolly,Milly Molly,True
1336,Numberjacks,Numberjacks,True
1431,MeettheUniverse,Meet the Universe -  Songs About Space/Astronomy,True
1432,NameYourMoonsChallenge,Name Your Moons Challenge!,True
1442,SingingLearningandHavingFun,"Singing, Learning and Having Fun",True
1104,Mofy,Mofy,True
1120,PippiLongstockingMovie,Pippi Longstocking Movie,True
1394,SuperSportlets,Super Sportlets,True
1448,PAWPatrolWaterSafety,PAW Patrol Water Safety PSA with Michael Phelps,True
1443,ChopChopNinjaChallenge,Chop Chop Ninja Challenge,True
1450,BabyEinsteinClassics,Baby Einstein Classics,True
1457,MathandNumbers,Baby Joy Joy: Math and Numbers,False
588,CleoSpanish,Cleo - Spanish,False
514,Poko,Poko,False
589,HappetsSpanish,The Happets - Spanish,False
452,DangerRangers,Danger Rangers,False
453,DinoSquad,Dino Squad,False
431,SuperMarioBrothers3,Adventures of Super Mario Brothers 3,False
470,Sports,How To Sports,False
473,InspectorGadget,Inspector Gadget,False
590,VitaminixSpanish,Vitaminix - Spanish,False
598,Blippi,Blippi,True
587,BrickMOC,The Brick Show MOC,True
488,MagiNation,Magi-Nation ,False
482,LearnToDraw,Learn to Draw,False
483,LearnToDrawMini,Learn to Draw Minis,False
492,Mudpit,Mudpit,False
599,Doodlebops,The Doodlebops,False
530,ShamansQuest,Shaman's Quest,True
490,MonaTheVampire,Mona The Vampire,False
511,PaddingtonBearFilmFair,Paddington Bear,False
509,NewAdventuresOfMadeline,New Adventures of Madeline,False
520,Rastamouse,Rastamouse,False
517,QumiQumi,Qumi Qumi,True
533,SonicUnderground,Sonic Underground,False
529,SabrinasSecretLife,Sabrina's Secret Life,False
528,SabrinaAnimated,Sabrina Animated,False
527,Saari,Saari,True
532,SonicTheHedgehog,Sonic the Hedgehog,False
537,SuperMarioWorld,Super Mario World,False
531,Shelldon,Shelldon,False
594,BoxYourselfMinis,Box Yourself Minis,False
540,TeaTime,Tea Time With Tayla,False
543,TheAdventuresOfPaddingtonBear,The Adventures of Paddington Bear,False
595,DoodlesHouse,Doodles House,False
554,Toobys,Toobys,True
582,OzieBoo,Ozie Boo,False
545,TheArchies,The Archies,False
550,TheLittles,The Littles,False
536,SuperMarioBrothersSuperShow,Super Mario Brothers Super Show,False
583,OzieBooSaves,Ozie Boo Saves the Planet,False
519,RainbowSongs,Howdytoons,False
434,AngelsFromTheAttic,The Angels from the Attic,False
564,TreasureIsland,Treasure Island,False
469,Horseland,Horseland,False
518,RainbowLoom,Rainbow Loom,False
451,CountingWithPaula,Counting With Paula,True
445,FingerLoom,Rainbow Loom: Finger Loom,False
565,TwentyThousandLeagues,Twenty Thousand Leagues Under the Sea,False
442,BoOnTheGo,Bo On The Go,False
544,AmazingZorro,The Amazing Zorro,False
584,SomeTestProduct,Some Test Product,False
601,BadanamuPOP,Badanamu POP,False
481,KitnKate,Kit n Kate,True
432,Alex,Alex & The Kaleidoscope ,True
602,BadanamuABC,Badanamu ABC,False
546,BrickFilms,The Brick Show Brick Films,True
603,NurseryRhymes,Nursery Rhymes,False
585,DuckTV,DuckTV,False
443,BusyWorldOfRichardScarry,Busy World of Richard Scarry,False
454,DinoStory,Dinostory,True
463,GeorgeOfTheJungle,George of the Jungle,False
433,AngelaAnaconda,Angela Anaconda,False
458,FlyingWithByrd,Flying With Byrd,False
430,AdventuresOfSonicTheHedgehog,Adventures Of Sonic The Hedgehog,False
604,EverythingsRosie,Everything's Rosie,True
581,Vitaminix,Vitaminix,True
446,MonsterTail,Rainbow Loom: Monster Tail,False
577,Tatonka,Tales of Tatonka,False
549,JungleBunch,The Jungle Bunch To The Rescue,False
580,Happets,The Happets,False
597,JamesTestProduct,James Test Product,False
579,Cleo,Cleo,False
605,20000Leagues,20000Leagues,False
607,BusyBeaver,Busy Beavers,True
609,MediaIM,Media I.M.,False
611,WillsJams,Will's Jams,True
612,DreHilton,Dre Hilton,True
613,JessieFarrell,Jessie Farrell,True
614,Ginalina,Ginalina's Music Club,True
615,EverythingsRosieLatinAmerica,Everything's Rosie (Spanish),True
616,BabyBeaver,Baby Beavers,True
618,DreamLearners,Dream Learners,False
619,KitNKateRUS,Kit ^n^ Kate (Russian),False
621,Telescreen,Telescreen,False
622,BusyBeaverFrench,Busy Beavers (French),True
623,KitnKateLetsColor,Kit ^n^ Kate Lets Color,False
624,Test,Test,False
625,YOUniverse,YOUniverse,False
626,YaYaZouk,YaYa & Zouk,False
627,BerenstainBearsEnglish,Berenstain Bears (English),False
628,BerenstainBearsFrench,Berenstain Bears (French),True
629,CorduroyEnglish,Corduroy ,True
630,CorduroyFrench,Corduroy (French),True
631,FranklinEnglish,Franklin,True
632,FranklinFrench,Franklin (French),False
633,FranklinAndFriendsEnglish,Franklin And Friends,True
634,FranklinAndFriendsFrench,Franklin et ses Amis,True
635,MaggieAndTheFerociousBeastEnglish,Maggie And The Ferocious Beast,True
636,MaggieAndTheFerociousBeastFrench,Marguerite et la bête féroce,True
637,MauriceSendaksLittleBearEnglish,Maurice Sendak’s Little Bear,True
638,MauriceSendaksLittleBearFrench,Petit Ours,True
639,MikeTheKnightFrench,Mike le Chevalier,True
640,MissSpiderEnglish,Miss Spider,True
641,MissSpiderFrench,Miss Spider (French),True
642,PecolaEnglish,Pecola,True
643,PecolaFrench,Pécola (French),True
644,WillasWildLifeEnglish,Willa's Wild Life,True
645,WillasWildLifeFrench,Le Monde Sauvage de Willa,True
646,AFranklinAndFriendsAdventureDeepSeaVoyageEnglish,A Franklin And Friends Adventure: Deep Sea Voyage,False
647,AFranklinAndFriendsAdventureDeepSeaVoyageFrench,Une aventure de Franklin et ses amis : Voyage au fond des mers,False
648,AFranklinAndFriendsAdventurePolarExplorerEnglish,A Franklin And Friends Adventure: Polar Explorer,False
649,AFranklinAndFriendsAdventurePolarExplorerFrench,Franklin et ses amis : En route vers le Pôle Nord!,False
650,FranklinAndTheGreenKnightEnglish,Franklin And The Green Knight,False
651,FranklinAndTheGreenKnightFrench,Franklin et le Chevalier Vert,False
652,FranklinBackToSchoolSpecialEnglish,Franklin Back To School Special (English),False
653,FranklinBackToSchoolSpecialFrench,La Rentree des Classes de Franklin,False
654,MauriceSendaksLittleBearFeatureEnglish,Maurice Sendak's Little Bear Feature (English),False
655,MauriceSendaksLittleBearFeatureFrench,Le Nouvel Ami de Petit Ours,False
656,MikeTheKnightAndTheJourneyToDragonMountainFrench,"Mike le Chevalier et l""Expedition au Mont du Dragon",False
657,MikeTheKnightsBravestMissionFrench,Mike le Chevalier: Un Casse-tet pour Mike,False
658,MissSpidersSunnyPatchKidsEnglish,Miss Spider's Sunny Patch Kids,False
659,MissSpidersSunnyPatchKidsFrench,Miss Spider's Sunny Patch Kids (French),False
660,ThePrinceThePrincessAndTheBeeEnglish,"The Prince, The Princess And The Bee (English)",False
661,ThePrinceThePrincessAndTheBeeFrench,"Miss Spider: Le Prince, la Princesse et l'Abeille",False
666,Test1,Test1,False
667,CharlieAndCo,Charlie & Co,True
668,Pocoyo,Pocoyo,True
670,AlbiTheSnowman,Albi The Snowman,False
671,OmNomStoriesENG,Om Nom Stories,True
672,BOOMi,BOOMi,True
673,BoxYourself,Box Yourself,False
674,EidUlFitr,Eid ul fitr,False
675,WorldOfArt,World of Art,False
676,WildAboutCartoons,Wild about Cartoons,False
677,ThatsImagination,That's Imagination,False
678,RightOnTop,Right on Top,False
679,ArtMad,Art Mad,False
680,BoxYourselfMANDARIN,Box Yourself (MANDARIN),False
682,LearnToDrawMANDARIN,Learn To Draw (MANDARIN),False
683,Blagoons,The Blagoons,False
684,KidsCamp,Kids Camp,True
685,SillySox,Silly Sox,False
686,DottiDodo,Dotti Dodo,False
687,NurseryRhymeStreet,Nursery Rhyme Street,False
688,TeeHeeTown,TeeHee Town,True
689,NellieAndNed,Nellie and Ned,False
690,HooplaKidzRecipes,HooplaKidz Recipes,False
691,HooplaKidzLab,HooplaKidz Lab,False
692,HooplaKidzStyle,HooplaKidz Style,False
693,HooplakidzHowTo,Hooplakidz How To,False
694,ArtsAndCraftsKIDS,Arts and Crafts KIDS,False
695,NurseryRhymesClub,Nursery Rhymes Club,False
696,TheMakingOfENG,The Making Of ENG,False
697,HowToDrawENG,How To Draw ENG,False
698,ColouringBookENG,Colouring Book,True
699,HowToMakeFriendsENG,How To Make Friends ENG,False
700,FamilyFunMomentsENG,Family Fun MomentsENG,False
